model	deposition_date	method	resolution	distance_mean	distance_median
6n4b	2018-11-18	ELECTRON MICROSCOPY	None	1.5187783834462827	1.5193779399049583
6c26	2018-01-06	ELECTRON MICROSCOPY	None	1.5212621150898191	1.521087779194781
6bly	2017-11-12	ELECTRON MICROSCOPY	None	1.5199199222657815	1.5198521574577792
3j9j	2015-02-02	ELECTRON MICROSCOPY	None	1.5094176279112195	1.5079408081791654
6roj	2019-05-13	ELECTRON MICROSCOPY	None	1.5212788935750863	1.5212614726693259
6c6u	2018-01-19	ELECTRON MICROSCOPY	None	1.5209163236315024	1.52116714722328
6ot1	2019-05-02	ELECTRON MICROSCOPY	None	1.5205647609519841	1.5206038018891754
6jpb	2019-03-26	ELECTRON MICROSCOPY	None	1.5180109273982652	1.5184812848853821
6ilo	2018-10-19	ELECTRON MICROSCOPY	None	1.520623683471631	1.5204188294640804
6iro	2018-11-13	ELECTRON MICROSCOPY	None	1.5199458717611534	1.5202664956594276
6ip2	2018-11-01	ELECTRON MICROSCOPY	None	1.5212505161149947	1.5211327995166213
6nbx	2018-12-10	ELECTRON MICROSCOPY	None	1.5195405314221966	1.5195294364236678
5x6o	2017-02-22	ELECTRON MICROSCOPY	None	1.5204559861294684	1.5203933503532172
6drd	2018-06-11	ELECTRON MICROSCOPY	None	1.5194529663676115	1.5195913795816218
5oxe	2017-09-06	ELECTRON MICROSCOPY	None	1.516857593994835	1.5148680673115003
6n9y	2018-12-04	ELECTRON MICROSCOPY	None	1.519607045549687	1.5195735115006488
5zdh	2018-02-23	ELECTRON MICROSCOPY	None	1.5165418180681058	1.5170197417733213
6ill	2018-10-19	ELECTRON MICROSCOPY	None	1.5212351156008124	1.5212130250274363
6iy2	2018-12-12	ELECTRON MICROSCOPY	None	1.5200876223285726	1.5201847034043976
5x5b	2017-02-15	ELECTRON MICROSCOPY	None	1.5209524416989801	1.5210109538550274
6qx3	2019-03-07	ELECTRON MICROSCOPY	None	1.5212614947507965	1.5213189782132583
6c9a	2018-01-25	ELECTRON MICROSCOPY	None	1.52156751293549	1.5216356245182654
5we4	2017-07-07	ELECTRON MICROSCOPY	None	1.5291080306433236	1.5297302450229389
6h2b	2018-07-13	ELECTRON MICROSCOPY	None	1.5203555969196667	1.5204744023636998
6bvf	2017-12-12	ELECTRON MICROSCOPY	None	1.519865994179236	1.5199653589202313
5z96	2018-02-02	ELECTRON MICROSCOPY	None	1.5213044185410143	1.5210234382400207
6jb1	2019-01-25	ELECTRON MICROSCOPY	None	1.5228333192705474	1.52314766193212
6hbu	2018-08-13	ELECTRON MICROSCOPY	None	1.520119125070818	1.5200647553383158
6i00	2018-10-24	ELECTRON MICROSCOPY	None	1.52530417892965	1.5253378244823286
5vgz	2017-04-12	ELECTRON MICROSCOPY	None	1.5222015311385013	1.5220639918621166
5o3t	2017-05-24	ELECTRON MICROSCOPY	None	1.5207124675950883	1.5207243102697394
6sgx	2019-08-05	ELECTRON MICROSCOPY	None	1.522142705062181	1.5219943444576232
6mlu	2018-09-28	ELECTRON MICROSCOPY	None	1.52233932909584	1.5218615634114923
6h3i	2018-07-18	ELECTRON MICROSCOPY	None	1.5186836261771588	1.5187718432596522
6cs6	2018-03-19	ELECTRON MICROSCOPY	None	1.5197591488948214	1.5196172061238333
6q14	2019-08-02	ELECTRON MICROSCOPY	None	1.5205198722525017	1.5205464838232445
6np0	2019-01-17	ELECTRON MICROSCOPY	None	1.5206471245310886	1.5206341097649643
6oik	2019-04-09	ELECTRON MICROSCOPY	None	1.5194766855407758	1.5195400736452687
6pif	2019-06-26	ELECTRON MICROSCOPY	None	1.5346543651348146	1.535210946304363
6hbg	2018-08-10	ELECTRON MICROSCOPY	None	1.5221016615598173	1.5221703498185546
6hn5	2018-09-14	ELECTRON MICROSCOPY	None	1.518413082539699	1.5186651015694814
6b3r	2017-09-22	ELECTRON MICROSCOPY	None	1.5222317759271031	1.5221587348974217
6ixh	2018-12-10	ELECTRON MICROSCOPY	None	1.5184021274607005	1.5185013156048761
6e34	2018-07-13	ELECTRON MICROSCOPY	None	1.5176925365110863	1.517823828268178
6aui	2017-09-01	ELECTRON MICROSCOPY	None	1.5204091308820245	1.520554004115593
6cg0	2018-02-19	ELECTRON MICROSCOPY	None	1.5225974942525289	1.5227796431720964
6mho	2018-09-18	ELECTRON MICROSCOPY	None	1.5220852710775192	1.5221867752998886
5mmj	2016-12-10	ELECTRON MICROSCOPY	None	1.5250945948088597	1.5250275980066108
6re0	2019-04-12	ELECTRON MICROSCOPY	None	1.520053676979323	1.52018747796177
5mup	2017-01-13	ELECTRON MICROSCOPY	None	1.5189395303716868	1.5191787188843309
6i3n	2018-11-06	ELECTRON MICROSCOPY	None	1.5204054275490202	1.5208874432164765
6oay	2019-03-18	ELECTRON MICROSCOPY	None	1.518796369600949	1.519233412379739
5kpw	2016-07-05	ELECTRON MICROSCOPY	None	1.5244790893877296	1.5245881996088009
6nt4	2019-01-28	ELECTRON MICROSCOPY	None	1.5217038167003116	1.521844113417825
6rvd	2019-05-31	ELECTRON MICROSCOPY	None	1.5192158993613931	1.5194637657859
6poe	2019-07-03	ELECTRON MICROSCOPY	None	1.5206829739097565	1.5211042068759766
6rdw	2019-04-12	ELECTRON MICROSCOPY	None	1.5187392802262518	1.5189032845233468
6olk	2019-04-16	ELECTRON MICROSCOPY	None	1.5202240414298018	1.520270715254307
6egv	2017-09-12	ELECTRON MICROSCOPY	None	1.534389958975149	1.534942388790499
6mg8	2018-09-13	ELECTRON MICROSCOPY	None	1.5216491604002058	1.5218824273264526
6pee	2019-06-20	ELECTRON MICROSCOPY	None	1.5212869288197985	1.5212841928302248
6pew	2019-06-21	ELECTRON MICROSCOPY	None	1.5201045134209843	1.5193506784340953
5u6o	2016-12-08	ELECTRON MICROSCOPY	None	1.524920822622	1.525879778136958
6hud	2018-10-06	ELECTRON MICROSCOPY	None	1.519620758981585	1.5196446187850912
5t4d	2016-08-29	ELECTRON MICROSCOPY	None	1.5173239086813535	1.5173329761681165
6rdf	2019-04-12	ELECTRON MICROSCOPY	None	1.5196394474697512	1.519672335229105
6o2s	2019-02-24	ELECTRON MICROSCOPY	None	1.5203970095458412	1.5205603002022325
6a95	2018-07-11	ELECTRON MICROSCOPY	None	nan	1.52220150866836
6rap	2019-04-07	ELECTRON MICROSCOPY	None	1.5212008303091433	1.5209579100102575
6ta1	2019-10-29	ELECTRON MICROSCOPY	None	1.519775908309956	1.5203046025907123
6v1t	2019-11-21	ELECTRON MICROSCOPY	None	1.5175152456776548	1.5176933286748937
5gan	2015-12-15	ELECTRON MICROSCOPY	None	1.5280302684573075	1.5284993966351836
6hco	2018-08-15	ELECTRON MICROSCOPY	None	1.5186520709387408	1.5192752983186468
5ipk	2016-03-09	ELECTRON MICROSCOPY	None	1.5184345420110128	1.5184367285080227
6d6u	2018-04-22	ELECTRON MICROSCOPY	None	1.521444266604555	1.521674683760448
5zgb	2018-03-08	ELECTRON MICROSCOPY	None	1.5195587363962637	1.5195892173705299
6u5v	2019-08-28	ELECTRON MICROSCOPY	None	1.519639816674799	1.520240523463944
6re6	2019-04-12	ELECTRON MICROSCOPY	None	1.519155548756248	1.5193301407330384
6kur	2019-09-02	ELECTRON MICROSCOPY	None	1.5230831211640532	1.523343413092346
6nur	2019-02-01	ELECTRON MICROSCOPY	None	1.5208106277932998	1.5208160981205698
6mix	2018-09-20	ELECTRON MICROSCOPY	None	1.5209784534242792	1.520982013899936
6nma	2019-01-10	ELECTRON MICROSCOPY	None	1.5197446720495222	1.5199316494631891
5k7l	2016-05-26	ELECTRON MICROSCOPY	None	1.5272226071808213	1.5269803519760157
3jb0	2015-07-06	ELECTRON MICROSCOPY	None	1.5217409509472237	1.5218664968763251
6f0k	2017-11-20	ELECTRON MICROSCOPY	None	1.5195763450832267	1.5197872863947008
6og7	2019-04-01	ELECTRON MICROSCOPY	None	1.5243789633035882	1.5247879529739305
6hu4	2018-10-05	ELECTRON MICROSCOPY	None	1.5209631615892014	1.5211011462265678
5w7v	2017-06-20	ELECTRON MICROSCOPY	None	1.5184950160021287	1.518895283025198
5xs5	2017-06-12	ELECTRON MICROSCOPY	None	1.5201199973199613	1.5199938061041778
6rfq	2019-04-16	ELECTRON MICROSCOPY	None	1.5200832954403742	1.5203086880974748
6hlq	2018-09-11	ELECTRON MICROSCOPY	None	1.521838699616857	1.5219093004047957
6bmf	2017-11-14	ELECTRON MICROSCOPY	None	1.5163033766192913	1.5161207352676147
6o1n	2019-02-21	ELECTRON MICROSCOPY	None	1.5198843409980731	1.5201492922113689
6mrl	2018-10-14	ELECTRON MICROSCOPY	None	1.5185832327408066	1.5181424931782233
6kuk	2019-09-02	ELECTRON MICROSCOPY	None	1.520769460088958	1.5209499241333486
5oac	2017-06-21	ELECTRON MICROSCOPY	None	1.521322743173924	1.5209937223365841
6s6s	2019-07-03	ELECTRON MICROSCOPY	None	1.521347372178094	1.5217301811115505
6ir9	2018-11-12	ELECTRON MICROSCOPY	None	1.5209012997849218	1.5209513610978935
6gtg	2018-06-18	ELECTRON MICROSCOPY	None	1.5212395377665198	1.5213762638908634
5ire	2016-03-13	ELECTRON MICROSCOPY	None	1.517535354744208	1.5174564607922236
6n1i	2018-11-08	ELECTRON MICROSCOPY	None	1.520480408084789	1.5204099409600509
6n7h	2018-11-27	ELECTRON MICROSCOPY	None	1.5203949905305598	1.5203649192495912
6h4n	2018-07-22	ELECTRON MICROSCOPY	None	1.5203594574040442	1.5202708261002058
5t2a	2016-08-23	ELECTRON MICROSCOPY	None	nan	1.5153993116213353
6rwa	2019-06-04	ELECTRON MICROSCOPY	None	1.5201549843046667	1.5199781003066968
5iz7	2016-03-25	ELECTRON MICROSCOPY	None	1.5207801480480887	1.5209038239752988
5foj	2015-11-22	ELECTRON MICROSCOPY	None	nan	1.510456772189936
5zya	2018-05-23	ELECTRON MICROSCOPY	None	1.5210094960830236	1.52106081654962
5jco	2016-04-15	ELECTRON MICROSCOPY	None	1.5272353831287742	1.5278116533425794
5l93	2016-06-09	ELECTRON MICROSCOPY	None	1.525767010199391	1.5260114570741874
5g05	2016-03-16	ELECTRON MICROSCOPY	None	1.52235291688658	1.5237145180433622
6cvj	2018-03-28	ELECTRON MICROSCOPY	None	1.522613709379228	1.5229597077936083
6bgj	2017-10-28	ELECTRON MICROSCOPY	None	1.5209271572694025	1.5206756845163183
6j9f	2019-01-22	ELECTRON MICROSCOPY	None	1.5233176836030444	1.5235057872817999
6b2z	2017-09-20	ELECTRON MICROSCOPY	None	1.5214608499710596	1.5217885469972776
6r8f	2019-04-01	ELECTRON MICROSCOPY	None	1.5173770736350984	1.517509965104269
5mrc	2016-12-22	ELECTRON MICROSCOPY	None	1.5282526967658077	1.5277670965433705
6ty9	2019-08-08	ELECTRON MICROSCOPY	None	1.5204361146957803	1.520539078642895
6djn	2018-05-25	ELECTRON MICROSCOPY	None	1.5177499994760253	1.517726502396589
5yx9	2017-12-02	ELECTRON MICROSCOPY	None	1.5241315718247272	1.5243113253734084
5juu	2016-05-10	ELECTRON MICROSCOPY	None	1.5618481799036599	1.5622473209187713
6jeo	2019-02-06	ELECTRON MICROSCOPY	None	1.5196381089212925	1.5198063599062204
6mzv	2018-11-05	ELECTRON MICROSCOPY	None	1.520112595297644	1.5202762297091283
6vau	2019-12-17	ELECTRON MICROSCOPY	None	1.521661652709158	1.5226713503719265
6n8k	2018-11-29	ELECTRON MICROSCOPY	None	1.5208593072511856	1.5208611329730555
6quy	2019-02-28	ELECTRON MICROSCOPY	None	1.5201354816765555	1.5203122979200254
6iio	2018-10-07	ELECTRON MICROSCOPY	None	1.5187358711652592	1.518520405466865
6ni2	2018-12-26	ELECTRON MICROSCOPY	None	1.5195703616928917	1.5198543978000996
6u2j	2019-08-20	ELECTRON MICROSCOPY	None	1.5209688052224095	1.5210653896986737
6pv7	2019-07-19	ELECTRON MICROSCOPY	None	1.5227170803945136	1.5223780687307578
5mdw	2016-11-13	ELECTRON MICROSCOPY	None	1.52186391446711	1.5231041842400173
6az1	2017-09-09	ELECTRON MICROSCOPY	None	1.519421847237404	1.519430268750789
6uph	2019-10-17	ELECTRON MICROSCOPY	None	1.5200592245747606	1.5202277745209485
5w3e	2017-06-07	ELECTRON MICROSCOPY	None	1.5192218907653754	1.5193669645884107
6qq5	2019-02-17	ELECTRON MICROSCOPY	None	1.5210564194943867	1.5211377510416701
6hix	2018-08-31	ELECTRON MICROSCOPY	None	1.5235107611140106	1.5233794742030877
6s6x	2019-07-03	ELECTRON MICROSCOPY	None	1.5213583362327021	1.5217085214583448
5ogw	2017-07-13	ELECTRON MICROSCOPY	None	1.5236769434515383	1.5238788912101673
6pzz	2019-08-01	ELECTRON MICROSCOPY	None	1.5093020942976272	1.5096155428462854
6pxm	2019-07-26	ELECTRON MICROSCOPY	None	1.5204586242694764	1.5206677057352804
5ftk	2016-01-14	ELECTRON MICROSCOPY	None	1.5197403267057896	1.5195312557746228
6j5u	2019-01-12	ELECTRON MICROSCOPY	None	1.5208750445154384	1.5209387529038878
6cs0	2018-03-19	ELECTRON MICROSCOPY	None	1.5208593831176027	1.5209606567589824
6spf	2019-09-01	ELECTRON MICROSCOPY	None	1.5216962644271632	1.522008974033898
5zwo	2018-05-16	ELECTRON MICROSCOPY	None	1.5197728652719016	1.5205540819206318
6uuw	2019-11-01	ELECTRON MICROSCOPY	None	1.5177327910780976	1.5183352556350906
6c96	2018-01-25	ELECTRON MICROSCOPY	None	1.5203220913983806	1.520448689897683
6r86	2019-03-31	ELECTRON MICROSCOPY	None	1.520931179922489	1.5211483536279007
6frk	2018-02-16	ELECTRON MICROSCOPY	None	1.5223472796593631	1.5221966521874881
5ld2	2016-06-23	ELECTRON MICROSCOPY	None	1.5181471247752558	1.5181647096845339
6v22	2019-11-22	ELECTRON MICROSCOPY	None	1.5196336218391504	1.5196249711233512
6sdz	2019-07-29	ELECTRON MICROSCOPY	None	1.5243961256013667	1.5238265764005723
6n7v	2018-11-28	ELECTRON MICROSCOPY	None	1.5222779356617473	1.5225458785546966
6q2o	2019-08-08	ELECTRON MICROSCOPY	None	1.522505715150594	1.5225961565888753
6o7t	2019-03-08	ELECTRON MICROSCOPY	None	1.5200514339807363	1.5204744439728788
6ne0	2018-12-15	ELECTRON MICROSCOPY	None	1.5216647991095067	1.521539372325476
6jja	2019-02-25	ELECTRON MICROSCOPY	None	1.5176026867371903	1.5176186246095442
5uyn	2017-02-24	ELECTRON MICROSCOPY	None	1.5280807514135821	1.528418813028173
5sy1	2016-08-10	ELECTRON MICROSCOPY	None	1.5197409553374155	1.5196587223059566
5xjc	2017-04-30	ELECTRON MICROSCOPY	None	1.5228589990605859	1.5242088523859072
6jql	2019-03-31	ELECTRON MICROSCOPY	None	1.5222325248035484	1.5225491268040003
6acu	2018-07-27	ELECTRON MICROSCOPY	None	1.5212449680909348	1.520846052292273
6ft6	2018-02-20	ELECTRON MICROSCOPY	None	1.5161275629733388	1.5160394058565316
6e7b	2018-07-25	ELECTRON MICROSCOPY	None	1.5213153850062615	1.521668292393144
6e8g	2018-07-29	ELECTRON MICROSCOPY	None	1.5234333425517324	1.5232464399736507
6rdc	2019-04-12	ELECTRON MICROSCOPY	None	1.517193486888811	1.5173945168583762
6oas	2019-03-18	ELECTRON MICROSCOPY	None	1.520700335852477	1.5207695997778292
5xte	2017-06-19	ELECTRON MICROSCOPY	None	1.5226519603248563	1.5229442693968878
6um7	2019-10-09	ELECTRON MICROSCOPY	None	1.516294204966239	1.515960221836821
6sga	2019-08-03	ELECTRON MICROSCOPY	None	1.5229210110312044	1.5229651006009317
6e7p	2018-07-27	ELECTRON MICROSCOPY	None	1.5188271406486682	1.5185311436310003
3jat	2015-06-20	ELECTRON MICROSCOPY	None	1.525552116481348	1.52523392358972
6iv6	2018-12-02	ELECTRON MICROSCOPY	None	1.5234870114138952	1.5233213713787066
6h6e	2018-07-27	ELECTRON MICROSCOPY	None	1.51057412900156	1.5107058996832412
6r6p	2019-03-27	ELECTRON MICROSCOPY	None	1.5233654140213477	1.523542997122464
6e2z	2018-07-12	ELECTRON MICROSCOPY	None	1.5176936731870643	1.5178257178392647
5gak	2015-12-09	ELECTRON MICROSCOPY	None	1.5199748458116682	1.5202762844603321
5uq8	2017-02-07	ELECTRON MICROSCOPY	None	nan	1.5181914026076198
6p4j	2019-05-27	ELECTRON MICROSCOPY	None	1.5192647658878822	1.519784461481723
6nht	2018-12-23	ELECTRON MICROSCOPY	None	1.5202504868184086	1.520468009666328
6hjn	2018-09-04	ELECTRON MICROSCOPY	None	1.531275734905925	1.5320905704815968
6eu1	2017-10-27	ELECTRON MICROSCOPY	None	1.523985826273429	1.523648540659954
6jrs	2019-04-05	ELECTRON MICROSCOPY	None	1.5194243623641492	1.5196878021538947
6q9e	2018-12-18	ELECTRON MICROSCOPY	None	1.5214421031120522	1.5214567506361136
6rd7	2019-04-12	ELECTRON MICROSCOPY	None	1.521805267377555	1.5218654386138764
6eml	2017-10-02	ELECTRON MICROSCOPY	None	1.5180452292851994	1.520966184591436
6s59	2019-07-01	ELECTRON MICROSCOPY	None	1.5204225142692152	1.5209923819837108
5kyh	2016-07-21	ELECTRON MICROSCOPY	None	1.5256185780131972	1.5248370491466376
5xnl	2017-05-23	ELECTRON MICROSCOPY	None	1.5194394620029281	1.5200164482312726
6n4q	2018-11-20	ELECTRON MICROSCOPY	None	1.52153410870001	1.5220516663605856
3jd4	2016-03-28	ELECTRON MICROSCOPY	None	1.5185464574136431	1.5190959098953107
6i0y	2018-10-26	ELECTRON MICROSCOPY	None	1.5223048220633995	1.5221708781789145
5wq8	2016-11-23	ELECTRON MICROSCOPY	None	1.5188880244983731	1.5191047179835575
3jal	2015-06-16	ELECTRON MICROSCOPY	None	1.525645213555931	1.5251137432352404
3jbu	2015-10-16	ELECTRON MICROSCOPY	None	1.5251247492461144	1.5250744385859412
3jaz	2015-07-06	ELECTRON MICROSCOPY	None	1.5227302889947296	1.5229314423362168
6uh1	2019-09-26	ELECTRON MICROSCOPY	None	1.518594146101024	1.5186596683557336
3jam	2015-06-17	ELECTRON MICROSCOPY	None	1.529607820072091	1.5296192313577028
6irt	2018-11-14	ELECTRON MICROSCOPY	None	1.5183725702115054	1.5182193033127267
5zvt	2018-05-12	ELECTRON MICROSCOPY	None	nan	1.5050587547081338
6msg	2018-10-16	ELECTRON MICROSCOPY	None	1.5213168007660895	1.5211544260227714
6sjg	2019-08-13	ELECTRON MICROSCOPY	None	1.5235504062533591	1.523787914989706
6nmd	2019-01-10	ELECTRON MICROSCOPY	None	1.5187243872016563	1.5186209788851037
6q6h	2018-12-11	ELECTRON MICROSCOPY	None	1.5203013719876028	1.5202527679858768
5x59	2017-02-15	ELECTRON MICROSCOPY	None	1.5218226422630485	1.521410956832389
6bqn	2017-11-28	ELECTRON MICROSCOPY	None	1.5229357992028036	1.5229048398368221
6e30	2018-07-12	ELECTRON MICROSCOPY	None	1.5176929891540172	1.5178261993155069
5a0q	2015-04-22	ELECTRON MICROSCOPY	None	1.498152281582961	1.4964185221983022
5gky	2016-07-07	ELECTRON MICROSCOPY	None	1.51990412976446	1.5222284194681488
6t8o	2019-10-24	ELECTRON MICROSCOPY	None	1.5214832885548253	1.5216264457247286
6p5j	2019-05-30	ELECTRON MICROSCOPY	None	1.533868579804104	1.5346685926452541
6elz	2017-09-30	ELECTRON MICROSCOPY	None	nan	1.5310369514881392
6rfl	2019-04-15	ELECTRON MICROSCOPY	None	1.5224488627147301	1.5223977936526414
6ogi	2019-04-02	ELECTRON MICROSCOPY	None	1.5252729443745046	1.5238445409077654
6fyx	2018-03-12	ELECTRON MICROSCOPY	None	1.528956975516724	1.5302424626267652
6ndy	2018-12-14	ELECTRON MICROSCOPY	None	1.5236155508865858	1.523622543989954
6tap	2019-10-30	ELECTRON MICROSCOPY	None	1.5236859510503806	1.5231828609285474
5mgp	2016-11-21	ELECTRON MICROSCOPY	None	1.5204468168407874	1.520659844538245
6neq	2018-12-18	ELECTRON MICROSCOPY	None	1.522931390972712	1.5231505353722081
6cm3	2018-03-02	ELECTRON MICROSCOPY	None	1.5195155143147152	1.5197803201557167
6fo1	2018-02-05	ELECTRON MICROSCOPY	None	1.51904007605761	1.5193098656696782
6djm	2018-05-25	ELECTRON MICROSCOPY	None	1.5189310159378817	1.5189333489101804
6ilm	2018-10-19	ELECTRON MICROSCOPY	None	1.5231941768837551	1.523029256301645
6ddg	2018-05-10	ELECTRON MICROSCOPY	None	1.5195890557093437	1.5199075348789595
6s7p	2019-07-05	ELECTRON MICROSCOPY	None	1.5220461671589425	1.5218945145049179
6irs	2018-11-14	ELECTRON MICROSCOPY	None	1.5186197609727528	1.5185387660767034
6dqj	2018-06-11	ELECTRON MICROSCOPY	None	1.5205044030869654	1.5207356965960686
6j2x	2019-01-03	ELECTRON MICROSCOPY	None	1.5227148317326247	1.5230739055689646
6crx	2018-03-19	ELECTRON MICROSCOPY	None	1.5185607828035574	1.5185364734379145
5u4j	2016-12-04	ELECTRON MICROSCOPY	None	1.5295650646708208	1.5301545529275198
6rj0	2019-04-25	ELECTRON MICROSCOPY	None	1.5204384448811428	1.5203929921506303
6urg	2019-10-23	ELECTRON MICROSCOPY	None	1.5217994770319063	1.5217205559341496
6p1h	2019-05-19	ELECTRON MICROSCOPY	None	1.5193093097214745	1.5193487537709067
6h5q	2018-07-25	ELECTRON MICROSCOPY	None	1.519113481698982	1.519168308609927
6mhw	2018-09-18	ELECTRON MICROSCOPY	None	1.5214588323947051	1.521659999284145
5n5n	2017-02-14	ELECTRON MICROSCOPY	None	1.5297365423742564	1.5298984375432942
6bk8	2017-11-07	ELECTRON MICROSCOPY	None	1.5233570510773704	1.5226342299583209
3jby	2015-10-22	ELECTRON MICROSCOPY	None	1.5182060642014237	1.5183937826304286
6rks	2019-04-30	ELECTRON MICROSCOPY	None	1.521947743427519	1.5220363931519456
6nt6	2019-01-28	ELECTRON MICROSCOPY	None	1.521268924235023	1.5211149983152596
6mtc	2018-10-19	ELECTRON MICROSCOPY	None	1.5195957419928858	1.5197519622283795
6s8h	2019-07-10	ELECTRON MICROSCOPY	None	1.521257981757524	1.5211753195619908
6b70	2017-10-03	ELECTRON MICROSCOPY	None	1.5170864421654562	1.5170588455840959
6n2y	2018-11-14	ELECTRON MICROSCOPY	None	1.5218937117765567	1.5225769812180703
6igm	2018-09-25	ELECTRON MICROSCOPY	None	1.5240775853656696	1.5241940871609336
6o9z	2019-03-15	ELECTRON MICROSCOPY	None	1.5189008601003569	1.5190822407101043
5fj8	2015-10-06	ELECTRON MICROSCOPY	None	1.5262495154912858	1.526107158411865
5wtf	2016-12-11	ELECTRON MICROSCOPY	None	1.5192061928978753	1.5193820206293205
6ip5	2018-11-02	ELECTRON MICROSCOPY	None	1.520709941991857	1.5206246508774512
5a33	2015-05-27	ELECTRON MICROSCOPY	None	1.5208981528282526	1.5208690563469531
6k1p	2019-05-10	ELECTRON MICROSCOPY	None	1.5206969620978434	1.520703477574487
6fuw	2018-02-28	ELECTRON MICROSCOPY	None	1.5189359294272697	1.519069926402208
6nq2	2019-01-18	ELECTRON MICROSCOPY	None	1.5201113921105414	1.5202525100091664
5kcs	2016-06-06	ELECTRON MICROSCOPY	None	1.5227788756089042	1.5231294254454042
5zr1	2018-04-21	ELECTRON MICROSCOPY	None	1.521639694232191	1.521522823278411
6sco	2019-07-25	ELECTRON MICROSCOPY	None	1.520837717926829	1.5206171120821403
6iy3	2018-12-12	ELECTRON MICROSCOPY	None	1.5211149914439712	1.5211773010142269
6v3g	2019-11-25	ELECTRON MICROSCOPY	None	1.5221641667561956	1.5217100494982345
6qum	2019-02-27	ELECTRON MICROSCOPY	None	1.5214501965946552	1.5216704662422869
3j7p	2014-08-01	ELECTRON MICROSCOPY	None	1.5197713340344035	1.5195001042619798
6nfc	2018-12-19	ELECTRON MICROSCOPY	None	1.5123178413474332	1.5124836113402051
6ud8	2019-09-18	ELECTRON MICROSCOPY	None	1.5214330963686074	1.5217132735134398
6e0p	2018-07-06	ELECTRON MICROSCOPY	None	1.5215424919523497	1.5214795577445872
6ahr	2018-08-20	ELECTRON MICROSCOPY	None	1.5242524139204325	1.524265915421624
5lzz	2016-10-02	ELECTRON MICROSCOPY	None	1.522147078607299	1.5227691958146734
6a96	2018-07-11	ELECTRON MICROSCOPY	None	1.5189983780474694	1.5192129006706792
5o6v	2017-06-07	ELECTRON MICROSCOPY	None	1.5277755361614032	1.527691649518858
6r7q	2019-03-29	ELECTRON MICROSCOPY	None	1.520165037973905	1.5206005503743047
6nt7	2019-01-28	ELECTRON MICROSCOPY	None	1.5196083508385279	1.5193357878960887
6rmg	2019-05-06	ELECTRON MICROSCOPY	None	1.52137967180773	1.5214105515739131
6n38	2018-11-14	ELECTRON MICROSCOPY	None	1.5206098034777462	1.520224195481867
6jp5	2019-03-25	ELECTRON MICROSCOPY	None	1.518591028233674	1.519336663971577
6crv	2018-03-19	ELECTRON MICROSCOPY	None	1.5181355493866768	1.5182577910269421
6dnf	2018-06-06	ELECTRON MICROSCOPY	None	1.5208981802599533	1.5208019672687434
6riq	2019-04-24	ELECTRON MICROSCOPY	None	1.521578418289612	1.5219707600676908
6te0	2019-11-10	ELECTRON MICROSCOPY	None	1.5197618186251418	1.5201493977706464
6gjc	2018-05-16	ELECTRON MICROSCOPY	None	1.520446571849062	1.5205403859937217
5w3h	2017-06-07	ELECTRON MICROSCOPY	None	1.5228792236693014	1.5230425215646926
6qx9	2019-03-07	ELECTRON MICROSCOPY	None	1.5199021539903954	1.519907414971477
6of4	2019-03-28	ELECTRON MICROSCOPY	None	1.5194591375852649	1.5196553527292607
6ic3	2018-12-02	ELECTRON MICROSCOPY	None	1.5178704210012033	1.517791925421466
6ofx	2019-04-01	ELECTRON MICROSCOPY	None	1.5260916452533224	1.5249901156755188
6mhq	2018-09-18	ELECTRON MICROSCOPY	None	1.5168378011141346	1.517016096067603
5ned	2017-03-10	ELECTRON MICROSCOPY	None	nan	1.5213088184150745
6dqn	2018-06-11	ELECTRON MICROSCOPY	None	1.5225148903656154	1.5226863545634344
6p47	2019-05-26	ELECTRON MICROSCOPY	None	1.5200860466834223	1.519636779853646
6nb4	2018-12-06	ELECTRON MICROSCOPY	None	1.5203472989211364	1.5200747235746275
6qm9	2019-02-01	ELECTRON MICROSCOPY	None	1.5219259329020556	1.521962727903099
6mur	2018-10-23	ELECTRON MICROSCOPY	None	1.5208176435164162	1.5206338457386785
6nf8	2018-12-19	ELECTRON MICROSCOPY	None	1.5229069172229317	1.5231413936325866
6dnc	2018-06-06	ELECTRON MICROSCOPY	None	1.5261994758093917	1.5257767965099416
6og1	2019-04-01	ELECTRON MICROSCOPY	None	1.5219095407110719	1.5222822460160712
6gc0	2018-04-16	ELECTRON MICROSCOPY	None	1.5230081624882152	1.5231938315498232
6mhg	2018-09-17	ELECTRON MICROSCOPY	None	1.5122574328801912	1.5123270987191442
6pem	2019-06-20	ELECTRON MICROSCOPY	None	1.5202248880098066	1.5201583389791957
6skz	2019-08-16	ELECTRON MICROSCOPY	None	1.51895343958271	1.5191828152386635
6mhv	2018-09-18	ELECTRON MICROSCOPY	None	1.5219780643037457	1.5220451786696787
6he7	2018-08-20	ELECTRON MICROSCOPY	None	1.5036576953169594	1.5040096897618165
5mv5	2017-01-15	ELECTRON MICROSCOPY	None	1.5189643544760838	1.5193752530795062
6rdy	2019-04-12	ELECTRON MICROSCOPY	None	1.518427504884377	1.5186312359499299
6s01	2019-06-13	ELECTRON MICROSCOPY	None	1.5187082512448202	1.5188618978170527
3jay	2015-07-06	ELECTRON MICROSCOPY	None	1.5227803779212745	1.5228627110344164
5ool	2017-08-08	ELECTRON MICROSCOPY	None	1.5197983255029208	1.5199807633909117
